,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
4793,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
4794,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
4795,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,The Keg Steakhouse + Bar - York Street,43.64998659318569,-79.38410336664538,Restaurant
4796,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
4797,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
4798,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,deKEFIR,43.65043319523819,-79.37939324949957,Ice Cream Shop
4799,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
4800,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
4801,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
4802,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Dineen Coffee,43.650497,-79.378765,Café
4803,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,DAVIDsTEA,43.64650585612388,-79.38014477491379,Tea Room
4804,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
4805,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
4806,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Four Seasons Centre for the Performing Arts,43.650592,-79.385806,Concert Hall
4807,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Café Plenty,43.6491179354577,-79.37831288380438,Café
4808,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
4809,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
4810,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
4811,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
4812,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
4813,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
4814,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Bulldog On The Block,43.65065218852629,-79.38414092873634,Coffee Shop
4815,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
4816,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
4817,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
4818,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
4819,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
4820,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
4821,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
4822,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,GoodLife Fitness Toronto 137 Yonge Street,43.651242,-79.378068,Gym
4823,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
4824,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Downtown Toronto,43.65323167517444,-79.38529600606677,Neighborhood
4825,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Movenpick Cafe,43.647686808930885,-79.3772953884033,Café
4826,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
4827,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
4828,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
4829,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
4830,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
4831,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
4832,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
4833,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
4834,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Ki Modern Japanese + Bar,43.647167,-79.379608,Japanese Restaurant
4835,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Hotel
4836,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Indigo,43.65351471121164,-79.38069591056922,Bookstore
4837,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Fresh On Front,43.64781466405137,-79.3744527618627,Vegetarian / Vegan Restaurant
4838,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Friendly Stranger - Cannabis Culture Shop,43.650386666114635,-79.38852348995324,Smoke Shop
4839,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,The Ritz-Carlton,43.645330157595886,-79.38708901405334,Hotel
4840,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,LUSH,43.653557,-79.3804,Cosmetics Shop
4841,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
4842,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Royal Alexandra Theatre,43.647255,-79.38753,Theater
4843,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Canadian Opera Company,43.6506601893789,-79.38624169559013,Opera House
4844,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Berczy Park,43.64804835388851,-79.3751722909452,Park
4845,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
4846,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Starbucks,43.647261,-79.378599,Coffee Shop
4847,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,HomeSense,43.6530533,-79.3794496,Furniture / Home Store
4848,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Spa My Blend by Clarins,43.645359,-79.387128,Spa
4849,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
4850,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
4851,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Gyu-Kaku Japanese BBQ,43.651422275497914,-79.37504693687086,Japanese Restaurant
4852,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
4853,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
4854,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Versus Coffee,43.65121343781903,-79.37523564828548,Coffee Shop
4855,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
4856,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
4857,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
4858,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Princess Of Wales Theatre,43.64654315405365,-79.38910030187289,Theater
4859,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
4860,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,TOCA,43.64543117726125,-79.38705858895491,Italian Restaurant
4861,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Meridian Hall,43.646292124205594,-79.37602179505662,Concert Hall
4862,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,The Keg Steakhouse + Bar - Esplanade,43.64671207408793,-79.37476761639118,Restaurant
4863,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
4864,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Terroni,43.650927,-79.375602,Italian Restaurant
4865,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
4866,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Ed Mirvish Theatre,43.655101567321054,-79.37976762131545,Theater
4867,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
4868,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,TIFF Bell Lightbox,43.64634159071232,-79.39006297129853,Movie Theater
4869,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,iQ Food Co,43.642851,-79.382081,Salad Place
4870,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
4871,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Aveda Institute Toronto,43.65009640955562,-79.37362952211767,Cosmetics Shop
4872,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,CF Toronto Eaton Centre,43.654540112988535,-79.38067738352993,Shopping Mall
4873,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
4874,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
4875,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,TELUS,43.64331243103257,-79.38099939294844,IT Services
4876,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Hawthorne Food and Drink,43.652270129568336,-79.37631758327606,Gastropub
4877,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
4878,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
4879,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
4880,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
4881,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Civello Salon & Spa,43.6500197743058,-79.38940017059696,Salon / Barbershop
4882,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,St. Lawrence Market (South Building),43.64874320223593,-79.37159697627527,Farmers Market
4883,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,Daily Press Juicery,43.65038785952372,-79.38879174332155,Juice Bar
4884,"First Canadian Place, Underground city",43.6487681,-79.38169179283025,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
4885,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Kingsway Fish & Chips,43.647074,-79.513291,Seafood Restaurant
4886,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Azarias,43.64713718897401,-79.51319627029353,Tapas Restaurant
4887,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,The Crooked Cue on Bloor,43.64724572225553,-79.5130884597282,Pool Hall
4888,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Monk's Kettle,43.64680589371333,-79.51377460749337,Gastropub
4889,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Caffé Demetre,43.64808798157569,-79.50854813200596,Dessert Shop
4890,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Momiji Sushi Bar & Grill,43.647843041892976,-79.50853435479806,Sushi Restaurant
4891,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Creme de la Creme,43.64775285940716,-79.50990378136584,Breakfast Spot
4892,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Bake Sale,43.646826935107924,-79.51406576419686,Dessert Shop
4893,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Vibo,43.64741175098659,-79.51008162456107,Italian Restaurant
4894,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Sempre Pizza Pasta,43.647176739342015,-79.51248511978591,Pizza Place
4895,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,LCBO,43.64830547025098,-79.50788144107516,Liquor Store
4896,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,The Kingsway Theatre,43.647163758673194,-79.51223242079968,Indie Movie Theater
4897,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Merlot,43.647685147998615,-79.51040103221865,French Restaurant
4898,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Magic Spot,43.64783593140486,-79.50914074789482,Burger Joint
4899,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Starbucks,43.64835,-79.50768,Coffee Shop
4900,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,La Veranda Osteria,43.64763812741427,-79.5114418356262,Italian Restaurant
4901,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Starbucks,43.646597,-79.513914,Coffee Shop
4902,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Hot Oven,43.6478909960557,-79.50935274562029,Bakery
4903,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Chutneys Fine Indian Cuisine,43.64686,-79.514037,Indian Restaurant
4904,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Shoppers Drug Mart,43.647623,-79.51086,Pharmacy
4905,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Henry VIII Ale House,43.64681818625684,-79.51418864294682,Pub
4906,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Swiss Chalet,43.64788818324853,-79.50835594083776,Restaurant
4907,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Starbucks,43.645425,-79.522439,Coffee Shop
4908,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Second Cup,43.647737830740084,-79.51077342607482,Café
4909,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Just Greek,43.64767648165556,-79.51053321211081,Greek Restaurant
4910,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Sushi 2 Go,43.64787495176972,-79.50942661949566,Sushi Restaurant
4911,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,RBC Royal Bank,43.64796102839023,-79.50809563251121,Bank
4912,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Eggsmart,43.647914,-79.507701,Breakfast Spot
4913,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Sobeys Urban Fresh Bloor & Islington,43.645726,-79.521369,Grocery Store
4914,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,The Old Sod,43.64829704413176,-79.50764180149628,Pub
4915,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,TD Canada Trust,43.64807455051582,-79.50916640460491,Bank
4916,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Lemongrass,43.64501004827513,-79.52237930103196,Thai Restaurant
4917,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Gojima,43.6450937571191,-79.52167215350396,Japanese Restaurant
4918,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,A&W,43.645096,-79.522514,Fast Food Restaurant
4919,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Tim Hortons,43.6466778,-79.5137003,Coffee Shop
4920,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Second Cup,43.64533056349981,-79.52275256405419,Coffee Shop
4921,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Thai Express,43.645427,-79.522446,Restaurant
4922,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,A&W,43.64536,-79.521563,Fast Food Restaurant
4923,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Subway,43.64501417215867,-79.52216600316655,Sandwich Place
4924,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Rogers,43.64708,-79.51155,Mobile Phone Shop
4925,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Mitzie's Jerk,43.6452148372177,-79.52141242658975,Caribbean Restaurant
4926,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Squire & Firkin,43.645231296334295,-79.52124579478895,Pub
4927,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Tim Hortons,43.64527816413406,-79.52236337301633,Coffee Shop
4928,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Gabby's Grill & Taps,43.648451979703715,-79.50648193548962,Bar
4929,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,GoodLife Fitness,43.64554,-79.522255,Gym
4930,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Pizza Pizza,43.64495916856127,-79.52246841231887,Pizza Place
4931,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Edward Jones - Financial Advisor: Bob Thompson,43.64937484377221,-79.50349010062382,Business Service
4932,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Orwell's,43.64488496919141,-79.52312559497283,Pub
4933,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Booty Camp Fitness,43.64197616064553,-79.50260639190674,Gym / Fitness Center
4934,"The Kingsway, Montgomery Road, Old Mill North",43.6473811,-79.5113328,Freshii,43.645411282104604,-79.52263814541413,Gluten-free Restaurant
4935,Church and Wellesley,43.6655242,-79.3838011,DanceLifeX Centre,43.66695583448771,-79.3852972984314,Dance Studio
4936,Church and Wellesley,43.6655242,-79.3838011,Como En Casa,43.66516,-79.384796,Mexican Restaurant
4937,Church and Wellesley,43.6655242,-79.3838011,The Alley,43.66592244798498,-79.38556672752236,Bubble Tea Shop
4938,Church and Wellesley,43.6655242,-79.3838011,Storm Crow Manor,43.66683985695023,-79.38159278029707,Theme Restaurant
4939,Church and Wellesley,43.6655242,-79.3838011,T-Swirl Crepe,43.663452,-79.384125,Creperie
4940,Church and Wellesley,43.6655242,-79.3838011,Bar Volo,43.66546184849369,-79.38569158315659,Beer Bar
4941,Church and Wellesley,43.6655242,-79.3838011,Sansotei Ramen 三草亭,43.666734794517005,-79.3853530009483,Ramen Restaurant
4942,Church and Wellesley,43.6655242,-79.3838011,Fabarnak,43.66637677585409,-79.38096396850409,Restaurant
4943,Church and Wellesley,43.6655242,-79.3838011,FUEL+,43.66439936324463,-79.38042718414235,Juice Bar
4944,Church and Wellesley,43.6655242,-79.3838011,Smith,43.66692666745884,-79.38142135954267,Breakfast Spot
4945,Church and Wellesley,43.6655242,-79.3838011,Ho's Team Barber Shop,43.66563031656884,-79.38135926650858,Salon / Barbershop
4946,Church and Wellesley,43.6655242,-79.3838011,Barbara Hall Park,43.66687857011423,-79.38106777601625,Park
4947,Church and Wellesley,43.6655242,-79.3838011,Hero Certified Burgers,43.66562403029978,-79.38090430769088,Burger Joint
4948,Church and Wellesley,43.6655242,-79.3838011,Curry's Art Store Ltd.,43.66283810530193,-79.38373201352064,Arts & Crafts Store
4949,Church and Wellesley,43.6655242,-79.3838011,Toronto Hemp Company,43.668419429320515,-79.38584843598086,Smoke Shop
4950,Church and Wellesley,43.6655242,-79.3838011,Glad Day Bookshop,43.66527119350875,-79.38078512672504,Bookstore
4951,Church and Wellesley,43.6655242,-79.3838011,Coach House Restaurant,43.66499059853204,-79.38481415727767,Diner
4952,Church and Wellesley,43.6655242,-79.3838011,North of Brooklyn Pizzeria,43.664383604568975,-79.38037571983865,Pizza Place
4953,Church and Wellesley,43.6655242,-79.3838011,Burrito Bandidos,43.662962178169344,-79.38395554190546,Burrito Place
4954,Church and Wellesley,43.6655242,-79.3838011,Holy Chuck,43.66524054342597,-79.38472816592302,Burger Joint
4955,Church and Wellesley,43.6655242,-79.3838011,401 Games,43.663623277853254,-79.3840374323983,Hobby Shop
4956,Church and Wellesley,43.6655242,-79.3838011,Piedmont Coffee Bar,43.66828640594333,-79.38252026711419,Coffee Shop
4957,Church and Wellesley,43.6655242,-79.3838011,Central YMCA,43.663083310067655,-79.38502493214878,Distribution Center
4958,Church and Wellesley,43.6655242,-79.3838011,Kothur Indian Cuisine,43.66787229558206,-79.38565911153148,Indian Restaurant
4959,Church and Wellesley,43.6655242,-79.3838011,Openmat Mixed Martial Arts,43.666171607941095,-79.3847667237342,Martial Arts Dojo
4960,Church and Wellesley,43.6655242,-79.3838011,Black Eagle,43.66408473971554,-79.38009823456886,Gay Bar
4961,Church and Wellesley,43.6655242,-79.3838011,The Keg Steakhouse + Bar,43.66675618397813,-79.37830241801962,Steakhouse
4962,Church and Wellesley,43.6655242,-79.3838011,Maple Leaf Gardens,43.661893748737334,-79.37960504532634,Historic Site
4963,Church and Wellesley,43.6655242,-79.3838011,Hair Of The Dog,43.66282779855822,-79.37966975971744,Gastropub
4964,Church and Wellesley,43.6655242,-79.3838011,Church Street Espresso,43.66829221417146,-79.38187727767004,Café
4965,Church and Wellesley,43.6655242,-79.3838011,Loblaws,43.661876101184674,-79.37970103481895,Supermarket
4966,Church and Wellesley,43.6655242,-79.3838011,The Yoga Sanctuary,43.661499497597596,-79.38363613350754,Yoga Studio
4967,Church and Wellesley,43.6655242,-79.3838011,Ethiopian House,43.6665987043968,-79.38566906742606,Ethiopian Restaurant
4968,Church and Wellesley,43.6655242,-79.3838011,The Men's Room,43.664445596525944,-79.38006704821788,Men's Store
4969,Church and Wellesley,43.6655242,-79.3838011,Tokyo Sushi,43.665885330936845,-79.38697684868161,Sushi Restaurant
4970,Church and Wellesley,43.6655242,-79.3838011,St. Louis Bar and Grill,43.66385323730235,-79.38418742909323,Wings Joint
4971,Church and Wellesley,43.6655242,-79.3838011,Churchmouse & Firkin,43.66463217328346,-79.38040612389896,Pub
4972,Church and Wellesley,43.6655242,-79.3838011,Bikram Yoga Yonge,43.66820532149228,-79.38578009605408,Yoga Studio
4973,Church and Wellesley,43.6655242,-79.3838011,Canadian National Ballet School,43.663681,-79.377237,Dance Studio
4974,Church and Wellesley,43.6655242,-79.3838011,Ritz Caribbean Food,43.66954527049821,-79.38650615702159,Caribbean Restaurant
4975,Church and Wellesley,43.6655242,-79.3838011,Baskin-Robbins,43.66507308115074,-79.38068437615618,Ice Cream Shop
4976,Church and Wellesley,43.6655242,-79.3838011,Ladybug Florist,43.666221246816285,-79.38106227754196,Flower Shop
4977,Church and Wellesley,43.6655242,-79.3838011,Rooster Coffee House,43.66965378571954,-79.379870566686,Coffee Shop
4978,Church and Wellesley,43.6655242,-79.3838011,Kawa Sushi,43.66389438938988,-79.38021009464505,Japanese Restaurant
4979,Church and Wellesley,43.6655242,-79.3838011,Woody's and Sailor,43.664389684023526,-79.38036131100687,Gay Bar
4980,Church and Wellesley,43.6655242,-79.3838011,Sabai Sabai,43.670647205466466,-79.38485656424602,Thai Restaurant
4981,Church and Wellesley,43.6655242,-79.3838011,Wish,43.66875926600152,-79.38569365317709,Restaurant
4982,Church and Wellesley,43.6655242,-79.3838011,Eataly,43.66975356278464,-79.3887197971344,Gourmet Shop
4983,Church and Wellesley,43.6655242,-79.3838011,Sushi Box,43.66295954544153,-79.38657996066198,Sushi Restaurant
4984,Church and Wellesley,43.6655242,-79.3838011,Wow! Sushi,43.668514,-79.386686,Sushi Restaurant
4985,Church and Wellesley,43.6655242,-79.3838011,Out On The Street,43.668293169032786,-79.3803404783587,Men's Store
4986,Church and Wellesley,43.6655242,-79.3838011,Neo Coffee Bar,43.66014,-79.38587,Coffee Shop
4987,Church and Wellesley,43.6655242,-79.3838011,NC Salon +,43.66940593538455,-79.38674752555433,Health & Beauty Service
4988,Church and Wellesley,43.6655242,-79.3838011,Wine Rack,43.66580230870318,-79.38050712395066,Wine Shop
4989,Church and Wellesley,43.6655242,-79.3838011,The Betty Oliphant Theatre,43.6643149030362,-79.37772963287725,Theater
4990,Church and Wellesley,43.6655242,-79.3838011,Starbucks,43.66498,-79.38051,Coffee Shop
4991,Church and Wellesley,43.6655242,-79.3838011,Indigo,43.66906505288213,-79.38905744719285,Bookstore
4992,Church and Wellesley,43.6655242,-79.3838011,Kintaro,43.664151602498634,-79.38026409399562,Sake Bar
4993,Church and Wellesley,43.6655242,-79.3838011,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
4994,Church and Wellesley,43.6655242,-79.3838011,O. Noir,43.66914465420568,-79.38250465821741,Restaurant
4995,Church and Wellesley,43.6655242,-79.3838011,Lebanon Express,43.66099058425057,-79.38297576948105,Falafel Restaurant
4996,Church and Wellesley,43.6655242,-79.3838011,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
4997,Church and Wellesley,43.6655242,-79.3838011,Queen's Park,43.66394609897775,-79.39217952520835,Park
4998,Church and Wellesley,43.6655242,-79.3838011,Page & Panel: The TCAF Shop,43.67165281613454,-79.38714090280968,Comic Shop
4999,Church and Wellesley,43.6655242,-79.3838011,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,Japanese Restaurant
5000,Church and Wellesley,43.6655242,-79.3838011,Golden Diner,43.66234167901005,-79.37743376144903,Diner
5001,Church and Wellesley,43.6655242,-79.3838011,Paramount Fine Foods,43.67067671443592,-79.38986486034777,Middle Eastern Restaurant
5002,Church and Wellesley,43.6655242,-79.3838011,Kitchen Stuff Plus,43.671191319381286,-79.3869549036026,Furniture / Home Store
5003,Church and Wellesley,43.6655242,-79.3838011,Kinton Ramen,43.660631695006714,-79.37887964897601,Ramen Restaurant
5004,Church and Wellesley,43.6655242,-79.3838011,Pi Co.,43.670107,-79.389852,Pizza Place
5005,Church and Wellesley,43.6655242,-79.3838011,Duke's Refresher + Bar,43.65897985683036,-79.38294890507811,Bar
5006,Church and Wellesley,43.6655242,-79.3838011,The Salad House,43.669508018475916,-79.38606068373156,Mediterranean Restaurant
5007,Church and Wellesley,43.6655242,-79.3838011,Japan Foundation,43.670609,-79.386011,Art Gallery
5008,Church and Wellesley,43.6655242,-79.3838011,Four Seasons Hotel Toronto,43.67179643581682,-79.38945690420124,Hotel
